tweet_id,tweet_text,polarity
672,@AllStarNinja my choices are limited since they blocked my HULU.. ,negative
673,@PrincessSuperC Hey Cici sweetheart! Just wanted to let u know I luv u! OH! and will the mixtape drop soon? FANTASY RIDE MAY 5TH!!!!  ,positive
674,goodnight everyone ,neutral
675,Ugh idk how to use this thing #twitter #helpme,neutral
676,Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Guys Would Come Back Here Na! ) xxxx,negative
677,TODAY is THE day  Canï¿½t wait to see you Jacqui   Canï¿½t stop singing lady gagaï¿½s poker face. itï¿½s addictive xD. Last day of school today!,positive
678,Time to get me ass in gear and start the day ,negative
679,#Twitter Introduces Free Twitter Web Analytics Tool http://t.co/HdLjWzaw via @HubSpot #reporting,neutral
680,taking a shower ,positive
681,its funny how you can take time out your precious #twitter time to monitor or judge what in saying,neutral
682,"#Twittertip: How to Keep Up With Over 100,000 #Twitter Followers http://t.co/o3oH3YPB RT @anntran_",neutral
683,"@butterflyb I must have had a dozen throat coats a few days ago. Ahhh, the Coat. That and Grand Marnier do wonders for me ",positive
684,Microsoft Announces Interactive TV For Childrenâ€™s Games & Story Books #Xbox #Microsoft #family #fb http://t.co/BOCzCmbg,neutral
685,@cloudnewsindia The War of #Email #Cloud Computing: #Google vs. #Microsoft http://t.co/zu9pSwSG,neutral
686,@JamesDeen you are my own personal Jeepers ,positive
687,@OFA_IA @BarackObama #itheperson wld like all gov reps 2 have the date and state they reside in posted on their #twitter pic. 4 #wethepeople,neutral
688,Night #twitter lord please let that girl get some sleep,neutral
689,mireika I love love love dancing with the stars. It is so entertaining and fun. Nothing more sexy than a man who can dance ,positive
690,Just saw Sunshine Cleaning. I love Amy Adams ,positive
691,My #twitter age is 285 days 8 hours 52 minutes 38 seconds. Find out yours at http://t.co/q5mvW7VF #twittertime,neutral
692,Babe aint callin ,negative
693,"@rhifreakx yes yes!  btw, when r u at the airport on friday? My plane's like at 5:00",positive
694,"Okay, I'm good.  *counts to 10*",positive
695,ps just broke my fucking phone ,negative
696,@PhoneBoy I can't wait to read that. ,negative
697,"nooooo!! I was doing so good, im not allowed to cry.. ughhh, staying up late makes me think about stuff.. ",negative
698,Oh my gosh... Oh my gosh...Susy is going to kill me with her remedy. ,negative
699,RT @AmySimendinger: @rachiecrewz dude you can't just makeup your own fucking hashtags...learn how to use #twitter,neutral
700,"Appleâ€™ cash balance = $75.9 billion, surpassing the total operating balance of the U.S. government  #rich #apple #google #microsoft  #money",neutral
701,Left head phone has died this morning. 1 head phone to keep me company on my journey ,negative
702,had a great ending to a great day!  Being brave pays off.  Thank you Jesus-seriously.  Now off to watch the Hills and then bed!,positive
703,"@TheRealJedaD If her name ain't #Twitter then ur not bcuz u been on here for a minute goin HAM...lol, I'm Just Sayin!!",neutral
704,#Twitter lies RT @amerikusl I lose all my friends once they get pregnant :-(,neutral
705,YAAAAAAAAY @BoogieDeBeast made my Tallman #Twitter list standing 6'6 BaYbeeeee,neutral
706,#Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was lucky like that 2,neutral
707,Why do I keep working for places that DON'T do the Cycle2Work scheme. 15% disc at Halfauds is good enough. ,negative
708,@ManyaS ,positive
709,Trying to find a tech job. Can't find any entry level jobs any were.  Also just about every job site has more spam now then jobs.,negative
710,Another sales pitch today for a potential #surface customer. I do more sales than development these days ,negative
711,Aye @Me_Cedez get my bay out da way @Ful1time  ( swirlZ) gotta #Twitter,neutral
712,Got a speeding ticket ,negative
713,the best way to succeed is to make all the right mistakes ,positive
714,Have to update my picture cos I look old and fat.  Oh I am old and fat  playing badminton is not working on weight ,negative
715,doesnt  want to go to work lol ,negative
716,who follows ppl then unfollows them?!..  #YourLameAsHell tryna make it seem like your somebody IMPORTANT!! it's only #TWITTER! smh..,neutral
717,That would be why @JonathanRKnight laughed at me when I told him my username has caca in it. lol ,positive
718,I'm new and lost ,positive
719,I don't like these late start night shifts coupled with it being bloody light outside my window when I'm meant to be going to sleep ,negative
720,@Kal_Penn thank you for being a great character on House! I'm sad to see you go! ,negative
721,CEO Steve Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo! in 2008 http://t.co/nlCxoCUz,neutral
722,RT @Charlielace Instead of updating your #Twitter why don't you update your life!,neutral
723,Top thing you would change about #twitter - go!,neutral
724,@iamdiddy I feel you I hate working out too! But our results will be MAJOR! When you look good you feel good! ,positive
725,@contactnaveen this is gr8 news indeed ,positive
726,i've got one of those spots that doesn't really show yet but hurts like hell and will no doubt be a beauty tomorrow ,negative
727,ty  @GR8FL - soon I upload too  Emmylou Harris ï¿½ I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc,positive
728,RT @KiLLiN_EmSoftly: who follows ppl then unfollows them?!..  #YourLameAsHell tryna make it seem like your somebody IMPORTANT!! it's onl ...,neutral
729,"@kaylee110 *yawns* i'm pretty good, thanks, awww  i'm sorry to hear that! feel better soon &lt;3",positive
730,"I really don't want to go back to Chicago. I liked not hearing about bad politicians or Oprah, I hate Oprah.  Only 4 days left in the UK ",negative
731,"@DaveLindquist casting director called me today, she's wicked excited &amp; is presenting us to the producers. I'll let you know when I know ",positive
732,AbOut TO BAMMER On #Twitter,neutral
733,Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd,neutral
734,"@DonnieWahlberg Yessirrr! Don't give anyone that much power, do what makes you happy...that's why I'll be seeing you in da summah!! ",positive
735,#Microsoft details #Windows8's new Start Screen Search http://t.co/Z6X5rE5q,neutral
736,RT @WesleyBackelant: Marketeer of the Year @ http://t.co/O07MOLI4 Please support @davidmerzel #microsoft,neutral
737,RTâ€œ@reimeraaron: #twitter keeps me from sleeping! #soaddictedâ€,neutral
738,"@powerpoole some people try to be tricky, some stop using twitter at all  i guess it's as good as it gets! i had to try.",neutral
739,"@AHolmes_NJ I was able to DownThemAll! before TA was able to delete my account. Didn't lose any photos, but I lost almost all comments ",negative
740,RT @Nawwaf91: Some people take ' following & unfollowing ' personally. #Twitter,neutral
741,"Coding on my Hp Mini 1000, I had said I won't this but this keyboard doesn't hurts  ",positive
742,Tips for Reaching Out to Twitter's 50 Million Daily Users http://t.co/IF3IVLWN #twitter #mediagofer #socialmedia @SMsavvy @PRmate @KMiones,neutral
743,@frenchGCfan I live in Sweeeeden  it's SO boring here -.-,positive
744,1*Birthday* Shout-Out to 2 of my favorite people on #twitter!! @lizpope & @TheTinyJEWELBox Happy Birthday girls!,neutral
745,@DrSecret Nice to meet you too buddy ,positive
746,â€œ@GeeCloud: Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummitâ€ @SoftlinePastel,neutral
747,Getting ready 4 bed... School tomorrow. We have an evacuation at school! Night #Twitter =],positive
748,"@danthedaddy I love that you &quot;tweeted&quot; Love You, Forever. ",positive
749,@piercethevic im glad everythings going good for you guys ,positive
750,Back in the #twitter game,neutral
751,Hoping I can get some decent sleep tonight since I didn't get any worth shittt last night  Goodnight World! XOXO,negative
752,"@paulmason10538 Ha-ha, don't you go starting again. I've stopped playing with it now, Mobbler I mean ",positive
753,Going mimis with thoughts of Shick and Gavin DeGraw songs dancing in my head. ,positive
754,@DonnieWahlberg My kids get up and wish you a good morning  They donï¿½t know what time it is in america ,positive
755,@Kal_Penn I will miss you on the show... you were awesome!  What a shock!!  ,positive
756,Fine-tuning part of a song Maddy and I r making.  Sounding good. I feel pro. Not. Hahaha,positive
757,"Meu twitter tÃ¡ ficando velho jÃ¡, My #twitter age is 285 days 8 hours 52 minutes 40 seconds",neutral
758,@JBeauty lol   GOODNIGHT,positive
759,@schnicklefritz OMG! I have the same problem! I lent it to someone and they never gave it back!!! ,negative
760,@Jenniferlaurenh I miss you. You were my first follower. &lt;3 We need to talk more! Or do a vlogbrothers thing and communicate thru vlogs. ,positive
761,Dropped car off to get exhaust replaced - that's ï¿½250 I could do without spending ,negative
762,"@_elliee haha yeah, i thought it would be much more complicated :') and well ive just got home from school, we've not got holidays  x",negative
763,"@ThePartyScene  &quot;you dream in black and white, i dream in vivid lights.&quot;",positive
764,"1,500 #followers on #Twitter and 2,500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!",neutral
765,RT @bcopher: Anyone know where I can get a free trial of #microsoft #frontpage for #mac?,neutral
766,im glad you had a good time  i wntd to do something nice for u and we did! what r u up to?,positive
767,"@Wyldceltic1 oh man, it was the most sad ever. ",negative
768,RT @Sour_D_Reyyy: @obsexxed69 got one of the dopest blogs on #Twitter and #Tumblr...#RealTalk,neutral
769,Happy Birthday to my little girl Jasmine! She turns three years old today. Throwing her a mini b day party tomorrow with just us. ,positive
770,@rodrigo very grey morning ,negative
771,"@anaperiodista still its fun to go out there. im jealous, you were at Wrigley field though., i might have to go out there this summer ",positive
772,Another long and slow day ahead ... *sigh!*  ,positive
773,Had a lovely day at the beach followed by dinner with a gorgeous lady ;) roll on the work today  Booo!,negative
774,I think my email / domain is being blocked by  Akismet ,negative
775,My whip cream is melting ,negative
776,@frankiekillsyo chocolate chip waffles ,positive
777,"@winnipeg_rt @andkatmy #Winnipeg needs better local news coverage, tired of not being in the know Thanks #twitter",neutral
778,RT @SQLServer: #Microsoft made many announcements at #SQLPass Summit. Read the blog post for a recap: http://t.co/KSgglnDC #sqlserver #s ...,neutral
779,@pkahleeb how that big baby boy doing? How are you and Em doing? Have you figured out you may never get a full nights rest again? ,positive
780,Planting a friend today.  Not been to a funeral in &gt;20 years.,negative
781,#twitter is not #eharmony,neutral
782,@ddlovato I saw u were on and I just wanted to say hi! U r an amazin person + an inspiration.Thank you so much! I hope I can meet u 1 day ,positive
783,"#Twitter must be sharing, caring, interacting, socializing...Don&#39;t K+ does who ignore you...Give  a K+ to thise who truly are #social",neutral
784,"Funny how social networks prod you to be always on ya keypad, #twitter-what's happening, #Fb-what's on your mind?",neutral
785,"Well that made me sad, i sat down to watch tv, and then remembered i dont have cable anymore.  Lol.",negative
786,@cannibaleyes I as bowling and the shit ripped ,negative
787,@mrskutcher I was just thinking that today - how deprssing it all is!  Makes us appreciate life more.,positive
788,come back ,positive
789,@Codylfriend - you're not sweet ,positive
790,Why Ice Cream Sandwich Might Make Things Worse - '#Google needs to look to #Microsoft as an example' http://t.co/7UXWvH6h via @pcmag,neutral
791,Somebody help me? Is apple not on Twitter? That seems very weird. #apple #twitter,neutral
792,How to use search folders to organise your emails in #Microsoft #Outlook - http://t.co/NuMm5N3U,neutral
793,@ekim1406 hehehe too bad they were separated ,negative
794,is sitting around...wondering what's next!  ,positive
795,@JoeyLibetta Been better. Sore throat and sniffles today. You well? ,positive
796,#goodmourning #twitter,neutral
797,summer camp or summer school?? Both are boarding lol. ,negative
798,@hellivina You just gotta find something that speaks to you - and dive in.   I help rescued animals - those fuzzy faces make it worthwhile,positive
799,GN #twitter off.,neutral
800,I Joined ShoeDazzle Society by @KimKardashian I am Excited! Can't wait for my Shoe selection!  Link: http://www.shoedazzle.com/,positive
801,@pocketfulofme hahaha i so should of! but my nails were wet. hehe.but he was helpful  he flipped the magazine pages for me ,positive
802,Working on the Holy Week ,negative
803,"@ErinEven Brb, fedexing my application to you! ",positive
804,just threw up all over the bathroom. not fun ,negative
805,"@danielkirkley Lead Me To The Cross is one of my favorites!! Great job, D!!! ",positive
806,"@TyJaneTrev i agreee! clearly they only want attention, SORRY I COULDN'T CATCH THE TRAIN MATEEE ",negative
807,Your #Twitter followers either like you for your sense of humor or sex appeal.,neutral
808,"@WeTheTRAVIS &quot;Don't Speak Liar&quot; is my favorite of your songs, I'm looking forward to hearing it in Orlando  Get well soon!  ((((hugs))))",positive
809,@JACATRENICH there ya go silly boy. nice job ,positive
810,Ballmer On Not Buying #Yahoo: â€œSometimes Youâ€™re Luckyâ€ http://t.co/7ButjnVO &gt; most interesting part = nascent #Microsoft cloud leadership,neutral
811,@dsiegel99 now if i could get to san diego the same night i could celebrate it twice lol thanks ,positive
812,@ditty003 I'm looking at mine And I can't even get to it... School work sucks...atleast when u get home that's it  LOL,negative
813,....it's just fever... ,negative
814,Sleep. Finally. #Twitter,neutral
815,"Steve Ballmer Says ""Luck"" Kept Microsoft From Buying Yahoo In 2008 http://t.co/9sDNmC0Y #Microsoft #Yahoo",neutral
816,#Twitter'OFF :| GN'â™¥,neutral
817,@ruhanirabin and again this would help  http://technorati.com/tag/barcampkl,neutral
818,I feel so free  watching FRIENDS my favorite show!,positive
819,Misses Rach already ,negative
820,"Progress on the Math Quilt is slow, but steady. Tomorrow I will teach children and finish sewing the Quilt. Then on to my beloved comics ",positive
821,@Starrbby when u move back to jersey its gonna be better ,positive
822,"When you just want things to end, remember to have faith because one day, it's all going to be alright ",positive
823,Tweet tweet #twitter,neutral
824,"@brooklynunion cuz ur 3pm is my 9am and Id be either asleep or airport- bound...  Ima sneak sum'n special in 4u, tho ;-)",positive
825,One more hour for lunch .. its tough to kill time.. particularly when u are supposed to be working ,positive
826,@CTesdahl well you can always digg or stumble...both have aided me greatly in wasting countless hours of my life ,positive
827,Back from camp!! YAY!! What did I miss? ,positive
828,@shakn if you make samosas regularly ,positive
829,Trying really hard not to get sick from all of the stuff I just took to get rid of my cough. ,negative
830,@veronica78 guess i better make more tweets for @JonathanRKnight to give us a &quot;sweet&quot; bedtime story!  plz!,positive
831,It is just me. Uninstalled #rails 2.3.2 and tried with a fresh 2.2.2 app - still no dice. Obviously something bizarre in my setup ,negative
832,#Followme dijo #Twitter :D,neutral
833,@dougiemcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset lol..a msg would make up 4 it!,negative
834,#Everybody on #twitter go in tha.#bathroom and say #bloodymary3 times wit tha light off,neutral
835,hooray for the ever so reliable signalflare server ,negative
836,@OfficialJagex you could use twitter to give us more info about MechScape o.0 Please ,neutral
837,"haven't even had time to twitt theese last few days, insane! ",negative
838,uh...I feel so lonely  I wish my BFFWIAMC (Best Friend Forever Who Is Also My Cousin) has a Twitter,negative
839,holy shindigs.  thats HOT.,negative
840,just got back from the funeral of a government employee-friend.    http://plurk.com/p/n0bvd,negative
841,@SincerelytiGG_ I guess dat wat #twitter does lol,neutral
842,im eating a chocolate crakle. i bet you all are jelous. its a mini party ,positive
843,"its ok to put up bible verses & encouraging post about God on #Twitter, but make sure you stand by your words, cause your an example.",neutral
844,@bursaar Good for me. I haven't gone to bed... ,negative
845,#twitter that's wassup ! lol!,neutral
846,I have a hole in my favourite top. I bought it in the sale before Christmas so I can't even get an exchange  might try fixing it later.,negative
847,ok... headed to bed. tomorrow I open shop for freddy and eddy ,positive
848,Windows Phone Tango and Apollo rumors suggest new screen specs microsoft,neutral
849,Facebook and #Twitter Off,neutral
850,â€œ@JTBrownn: #Twitter are freaking kidding #wth .. http://t.co/Mgn9GzZ1â€ twitter,neutral
851,yo that was hella weird my twitter got deleted ,neutral
852,missing my boyfriend  who im on the phone with but its just not the same TWEET,negative
853,@jentheju don't cry ,negative
854,@thecrazyjogger ITC latest changes to the network made me crazy yesterday ! but now it seems to work ok ,positive
855,Is back at the cabbins  Ew!,negative
856,@MindPhucked you changed your #twitter name?!,neutral
857,#Microsoft Community Blogs The 7/365 Review - The Cloud's Impact on Business http://t.co/gPB2MjFW,neutral
858,Going to sleep now. Johnny just died on the OC. ,negative
859,"SeNews : Ballmer: 70% Of The Time, Google & Bing Are The Same, So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn",neutral
860,"I don't want to be cold in April, but I am ",negative
861,Get #Microsoft #http://t.co/TMUrucvW certified now!! http://t.co/3Qr7XoCy,neutral
862,"A je kakï¿½en rip od Trenutek resnice? Link, link, link ",positive
863,haz her gown ordered today.  and dropped boogie off to the airport.  and now.. laundry galore is to be continued.,positive
864,@tommcfly Good morning Tom! Why can't I send you a message? This is too short for the question I have  Well to bad for me I guess..,negative
865,Okay I'm sorry that was mean. I'm not nice ,positive
866,@iwouldificould How have you watched it? I tried the youtube link but it won't work! ,negative
867,Had a great night..really enjoying life  ,positive
868,RT @LIL_HAM05: @Nikki_BoBo #Twitter after dark,neutral
869,blip is &quot;under maintenance&quot; &amp; i'm goin' through withdrawel ,negative
870,I wonder if I was to get at a celebrity's neck on #twitter. Will I be on the news or radio. #planForFame lmfao,neutral
871,I really hope im getting better. The nyquil is making me say good night. @marielxo hope you had a good time ,positive
872,"Twidroid installed, lets spam twitter with the g1 google mobile ",neutral
873,i am so screwed up! a confused and dumb child!  i NEVER felt so bad all my life! i wish i have any specialty! too bad i have none ='(,negative
874,Being Choosy With Twitter: The Follow-Back Conundrum http://t.co/K2rRC2ir #socialmedia #twitter #mediagofer @media_guerilla @SMsavvy,neutral
875,@JonathanRKnight  Iwas thinking same thing..night all!! ,positive
876,"Uploading pics from Sunday night out - it was a good night, lots of fun, and I got to know my boyfriend's sister better ",positive
877,"@JonathanRKnight Hey Jon we all love ya and understand,that's all it counts  ",positive
878,@lifechangingliv that is so not nice... Just remember that its your bed i'll be peeing in! enjoy sleeping in the chair... ,positive
879,@jazz_nash ahaha im sure it is. lol ,positive
880,"Ahh, the tedium of fixing broken file links in Inventor.  Good times.  ",positive
881,The way you can understand microsoft,neutral
882,again with the fucked sleep... ive decided to go do homework instead ,negative
883,RT @VentureBeat: #Ballmer: â€œWeâ€™ve picked our playâ€ in #social with #Skype deal http://t.co/03IHBOgj #microsoft #xbox #in,neutral
884,Wooohhooo the beach was awsome  .. haha i luve ..it The water was soooo cold .. went to seattle to Aqui bech or somethin like that =P,positive
885,@chanc Can't wait to see you in 4 sleeps and 3 days! ,positive
886,@JonathanRKnight or are you a Mac?  then you could do anything! ,negative
887,Goodnight everyone. Well I'm not feeling much better and I'm going to the doctor tomorrow.  ,positive
888,"Tuesday is a raining day, again ",negative
889,"@DonnieWahlberg Seriously, you are Donfucious!  ",positive
890,@nikan Did it just begin to... reveal the true nature of the company? ,positive
891,"@RussyRhubarb A new twitter name without telling me? Boo. By the way, I think Oberon is dead  Haven't seen him for ages...",negative
892,"Sorry, was getting ready.  Going to leave at 8am today.",negative
893,Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/h8geayT5 #twitter,neutral
894,@_laertesgirl Sorry to hear that.  Anything specific? x,negative
895,just got to work and am so ravenous have eaten my gipton steak &amp; branston sarnies. Now I'll have to buy something for lunch!!   doh!,negative
896,Twitter is down? ,neutral
897,@lili_marlene Ohh that sux ,negative
898,"Wow, the house looks so different...AND OH MY GOD MY DOGGIES ",negative
899,Â«@BigBellyBigCuz RT @Free_Nuttball #fuckyoumean #Pittsburgh don't got the best #twitter.Â»,neutral
900,@laurenlenewx awww i'm sorry ,negative
901,i cant sleep ugghhh ,negative
902,Getting some blank rows in my #Twitter feed on the website. Are you?,neutral
903,"Zero-day exploits are low in number, but pose big threat, experts say: http://t.co/Tk7i6fw4 #Microsoft #ITsecurity",neutral
904,http://tinyurl.com/dg82p9  ok this might be in top 5 funny family guy clips ,positive
905,@msJodiOdie its such a sad situation. Though 1-in-3 of us will be beaten. In US every 15 seconds &amp; 3 killed a day. It's sadly commonplace ,negative
906,"School work BORING,  Working on a business law paper right now can't wait till i'm done.  Hopefully tomorrow grrrr...   ",negative
907,@infidelsarecool ugh how depressing.    i want to punch something.,negative
908,Karaokï¿½ @ Figa on Mondays feels like a Gossip Girl episode! lots of fun. XOXO ,positive
909,Is lying in bed with a babe ,positive
910,Hm... Can't decide if I should like it or not... #Microsoft #OmniTouch  http://t.co/k074N0z2,neutral
911,@gabysslave thanks - you too! I have an essay to write ,negative
912,Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry ,positive
913,#fuckyoumean #Pittsburgh don't got the best #twitter.,neutral
914,finally back on twitter ,neutral
915,"@arielbh Hope I'm not too late.. anywat, Good luck ",positive
916,"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/nvNns7VR",neutral
917,@ferretfreakx4  I had so much fun tonight!    And I'm totally stealing all your pictures when you upload them.  hehehe,positive
918,Hitting the sack early. G-night #twitter,neutral
919,"@jillglavan soooo disappointed your T.I. party is when I leave for Vegas. I was so jacked up when you first talked about it, now nothing ",negative
920,Damn girl I'll follow u to the end of the road twitter,neutral
921,#Microsoft news: #SQLServer licensing will be different from december2011 | #Office365 and #Azure will be available in #Algeria in 2013,neutral
922,@zaibatsu ME...I'm up.  ,positive
923,Why everytime I spazz on #twitter yall think some chick done hurt my feelings..I aint w/ Annette no more.. Lol,neutral
924,@lightinthesky wow. enjoy! ,positive
925,"@awillert  im so jealous..i want salsa, but the cookies were AMAZING!",positive
926,Longing for yesterday ,negative
927,RT @Jackiebaaby_: #'s are  #for #twitter #NOT #facebook. Duuuuhhh,neutral
928,@natalietran if you're talking Chapel Street then try Borscht Vodka &amp; Tears on corner of Chapel and High St or Globe at 218 Chapel St ,positive
929,Wowww | Can watching #Twitter trends help predict the future? http://t.co/2bRzlsGc via @zite,neutral
930,"Work like you don't need money, Love like you've never been hurt, &amp; dance like no one's watching. Good Night Tweethearts! Till tomo... ",positive
931,@KellyShibari i thought i saw you there! you were walking out the door when i saw you. ,negative
932,"@Jon_Favreau &quot;never worked on a sequel&quot; Maybe that's what we need to have a sequel live up to the first? Either way, can't wait! ",positive
933,"By the way... I never imagined that I'd have 111 followers. Thank you all, even the robots ",positive
934,"@christieeee Aww, I'm so sorry dearyy ",negative
935,RT @MontrelCox: It's twitter. Get over it or go back to Facebook and unfollow me. This is my free forum to say exactly what thee fuck I  ...,neutral
936,#Follow my main #Twitter @AikoChristine need more #followers help me get to 500,neutral
937,#Microsoft chief admits lucky escape from buying Yahoo! http://t.co/xOqL8Wqh,neutral
938,#twitter off,neutral
939,@privarma I hope the Rupee symbol won't look like the &quot;R&quot; they use in Reliance ,positive
940,@citrusandcandy because of the movie or the person asking you out? ,positive
941,looooong day finally come to an end. as long as the bebes stay asleep. haha  bring on tomorrow!! B-),positive
942,@hebb I wish I could go to bed... ,negative
943,@dangersqueezit I agree. I have weak enough teeth as is without bleaching away layers after layers.  Oh and Victory! Or death?... ,positive
944,What is common between Chidambaram and George Bush  ?,negative
945,"#EMC White paper on Automated Perf Optimization for #Microsoft Applications with EMC #VMAX, FAST VP and #HyperV #SCVMM http://t.co/kAHnFla7",neutral
946,"Well Twitter, it has been an exciting date for me..  Victorious. I am going to sleep and see you all tomorrow.",positive
947,of course he makes me feel better ,positive
948,"@GinaDeAngelo ha, definitely not vegan. I'm drinking it, still alive too. All is well ",positive
949,#Twitter Off!,neutral
950,Thanks for the #follow don't forget to add us to your #Twitter list,neutral
951,Still doing homework. ,negative
952,@HOLLYcash mann u can have ah olelady but them hoes for everybody son I been doin dis u stop catchin feelings its #twitter,neutral
953,Woooow I just log out from #twitter and there's more than 60 #tweets on my #timeline,neutral
954,Finally going to sleep and waking up early to study ,negative
955,@deepbluesealove Your beau's not online tonight  bummer for U...And No music either!,positive
956,01:50 no #msn e no #twitter twitter,neutral
957,"Mashable! - Microsoft CEO Steve Ballmer on Not Buying Yahoo: â€œSometimes, Youâ€™re ...  #yahoo #microsoft #ballmer http://t.co/tWIzjGBR",neutral
958,RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week http://t.co/xjUwssZs #wp7 #nokia #Microsoft,neutral
959,@RobGrimes whats gooooood ,positive
960,#Silver &#GOLD #Apple tumbles no matter how many sold #Microsoft buys them 4 a nice price so get in there show #justsayin #Droid rules inend,neutral
961,"@milagro88 Hi there, Cel.  How are you doing today?",positive
962,@iamRoyaltyFRESH Pls let us know if you need help w/ music marketing promo. We got #Twitter & #Youtube on lock. http://t.co/U0HzoVQF,neutral
963,Can't seem to get over the dissapointment of haveing absolutly no one notice I am gone. Sad   I must not be boring I must not be boring...,negative
964,@TechBabe I blame ADD... too many things happening for me to focus on catching you haha... ooh look something shiny ,positive
965,#ThingsWeAllHate  false advertisement via #twitter lol,neutral
966,@zinedistro Your welcome. Looking forward to the event!!  Not long until May 1 now....,positive
967,Fairly certain I have the flu. ,negative
968,@tweeterdiva already did! ,positive
969,being sexy and really happy ,positive
970,"All the fightin and name callin, i can still run 2 my sister!  nite...",negative
971,@mpconnolly finally someone else tweeting about Nouveau Riche.  #NRU,positive
972,"#Microsoft #Cloud Oracle, Windows Garner Different Views over Multitenant Cloud ...: Microsoft's cloud appr... http://t.co/lVzJNRPs #TCN",neutral
973,RT @marcfletcher: #Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica,neutral
974,"Lots of revision to do tonight too for my final assessments. More assessments today as well, 90% pass mark is harsh ",negative
975,can't upload my pic ,negative
976,Find & give information about software bugs & help improve #Microsoft products. Apply to become a #Beta Tester http://t.co/OSWEfixz #ITPro,neutral
977,Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon â€œGot #Microsoftâ€œ? http://t.co/CStd8cPM #humor #foodie #microsoft,neutral
978,#Twitter should have Emoticons,neutral
979,has a hangover ,negative
980,My #twitter age is 2 years 0 days 3 hours 31 minutes 17 seconds. Find out yours at http://t.co/xNCmtWWb #twittertime,neutral
981,How to tweet... like a #celeb ;) http://t.co/cQfsjDwB #twitter,neutral
982,@Mpits its super easy lol I wish everyone would jump on the bandwagon ,positive
983,@voodooexp2009 i will give my first born to have ghostland observatory at voodoo again ,positive
984,Ahhh!! Why is #Twitter so #addicting,neutral
985,I'm in pain ,negative
986,#twitter is like therapy for sum people say wat you feel & get alot off yo chest.. And don't care wat the next person say,neutral
987,Some1 shld create a Business where they take ppl's #twitter streams over a period of time & make them into a nice book. #keepsake #urwelcome,neutral
988,@hsumilo too much playing wii la ... dont bluff ,positive
989,3 in the morning and I can't sleep. ,negative
990,"Driving back to La Quinta tomorrow... I should sleep, but I'm oddly wired. ",negative
991,"facebook oof , #twitter of... night night every1!",neutral
992,im yellinq at ma mummyy  !! lol .. she is ANGRY AT MEE  !! ,negative
993,Is glad the Angels won their first game of the season. ,positive
994,At shell gas station. lunch break. Tired. ,negative
995,@anasalido Hey you! I miss you a lot.. I want a catch up on your life sometime  and thanks lol,positive
996,ahhhh time to feed the tribe lol chicken casserole with veg yummo ,positive
997,@Hedder37 lol. Okay  sounds like a plan.,positive
998,@JonathanRKnight  I totally agree!!! why r we limited on what we need to speak out about- i need more than 140! lol its sooo random ,positive
999,RT @sanjeevgadre: #Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was ...,neutral
1000,"@omg_pichu Oh my, who's fighting? *Randomly punches someone in the face* Am I winning? ",positive
